iter	MultiClass
191	0.01241971277
192	0.01238665885
193	0.01238451761
194	0.01230988664
195	0.01228995666
196	0.01226886926
197	0.01220043606
198	0.01218274104
199	0.01215705484
200	0.01211192515
201	0.01206865019
202	0.01203864446
203	0.01196816256
204	0.01192712808
205	0.01189058273
206	0.01185111303
207	0.01181854952
208	0.01179546378
209	0.01179352937
210	0.01176595952
211	0.01174322373
212	0.01168824421
213	0.01167510068
214	0.0116465593
215	0.01163299741
216	0.01161338537
217	0.01158565283
218	0.01155157945
219	0.0115080771
220	0.0115063907
221	0.01147597853
222	0.01145377682
223	0.01145214102
224	0.01139356476
225	0.01139213204
226	0.01137723653
227	0.01136016129
228	0.0113586558
229	0.01133576069
230	0.01131460332
231	0.01128854836
232	0.01124789255
233	0.01122520383
234	0.01119580825
235	0.01118479825
236	0.01115777766
237	0.01112997709
238	0.01110416887
239	0.01108612588
240	0.01108487528
241	0.01104198966
242	0.01100556225
243	0.0109915864
244	0.0109419164
245	0.01094071945
246	0.01091699853
247	0.01087300555
248	0.01082724951
249	0.01082610785
250	0.01081073073
251	0.01077281948
252	0.01072590428
253	0.0107115665
254	0.01069998026
255	0.01068821222
256	0.01067078862
257	0.01065760118
258	0.01062875423
259	0.01062776581
260	0.01059178212
261	0.01053666461
262	0.01051952216
263	0.01051864334
264	0.01049009054
265	0.01047331193
266	0.01044576921
267	0.01040111732
268	0.01039330163
269	0.01037743105
270	0.01035217983
271	0.01030142682
272	0.01027103058
273	0.0102356028
274	0.01022019298
275	0.01019718142
276	0.01018337369
277	0.010142687
278	0.01014187603
279	0.01011758959
280	0.01008900247
281	0.01006287192
282	0.01002180982
283	0.009992630303
284	0.009957662717
285	0.009937755057
286	0.009900059469
287	0.009899244859
288	0.009884059159
289	0.009848479801
290	0.009815410568
291	0.00978062709
292	0.009746363856
293	0.009727344948
294	0.009702028275
295	0.009688508829
296	0.009687613419
297	0.009680554956
298	0.00965429975
299	0.009627224515
300	0.009611471824
301	0.009589037857
302	0.009570876636
303	0.009536155267
304	0.009529801875
305	0.009505447155
306	0.009476007795
307	0.009463920655
308	0.009455812346
309	0.009455074745
310	0.009443725999
311	0.009426789869
312	0.00939949831
313	0.009376305119
314	0.009342430255
315	0.009325129525
316	0.009302584371
317	0.009281134356
318	0.009264268234
319	0.009235716423
320	0.009214799748
321	0.009190453587
322	0.009171754946
323	0.009143055649
324	0.009136038137
325	0.009104191727
326	0.009082321068
327	0.0090815632
328	0.009063909464
329	0.009059253575
330	0.009041671688
331	0.009021470398
332	0.00898976013
333	0.008966668559
334	0.008937353662
335	0.008929734087
336	0.00890313326
337	0.008875386003
338	0.008857070835
339	0.008828871808
340	0.008811431287
341	0.008803896831
342	0.008798326555
343	0.00878752065
344	0.008753478919
345	0.008735372856
346	0.008722313041
347	0.008707837721
348	0.008675917241
349	0.008670180352
350	0.008654065788
351	0.008615763728
352	0.008601215922
353	0.008561318827
354	0.008533820354
355	0.008509932609
356	0.008501915278
357	0.008468545638
358	0.008454751577
359	0.008430128135
360	0.008421962067
361	0.008399496757
362	0.008389541588
363	0.008382143484
364	0.008377704539
365	0.008358439298
366	0.008320510842
367	0.008308717886
368	0.008275004694
369	0.008261768551
370	0.008217935538
371	0.008180698531
372	0.008165073304
373	0.00813017247
374	0.008127286226
375	0.008103337778
376	0.008101794028
377	0.00805442515
378	0.008032186407
379	0.008024837883
380	0.007997234501
381	0.007990659389
382	0.007971394781
383	0.007957697857
384	0.007945169755
385	0.007914862405
386	0.007903579167
387	0.007894104255
388	0.007870112064
389	0.007844305842
390	0.007817496158
391	0.007779425116
392	0.007763957763
393	0.00774520128
394	0.007741075526
395	0.007731497651
396	0.007725936838
397	0.007706959312
398	0.007698086637
399	0.007677364372
400	0.007660663993
401	0.007652322286
402	0.007646295876
403	0.00762305673
404	0.007612638188
405	0.007596132548
406	0.007579396223
407	0.007564997846
408	0.007531079382
409	0.007510178312
410	0.007488568669
411	0.007470306884
412	0.007449788007
413	0.00744271482
414	0.007433027055
415	0.007424667163
416	0.007416841835
417	0.007404923464
418	0.00738426338
419	0.007380206855
420	0.00736699066
421	0.007339320634
422	0.007307747101
423	0.007295133516
424	0.007276277589
425	0.007264416812
426	0.007253932874
427	0.007226677375
428	0.007218705087
429	0.007206063112
430	0.00718496224
431	0.007159109098
432	0.007158444327
433	0.00712712981
434	0.007106989886
435	0.007102955747
436	0.007085836179
437	0.007067140954
438	0.007052029893
439	0.007043051443
440	0.007007160921
441	0.006991210905
442	0.006982002193
443	0.006978159625
444	0.006959720919
445	0.006953288169
446	0.006932311295
447	0.006915970542
448	0.006898033151
449	0.006885075494
450	0.006856985293
451	0.006843459518
452	0.006819416618
453	0.006818885358
454	0.006799539784
455	0.006793075158
456	0.006777703386
457	0.00676988405
458	0.00676383872
459	0.006757065931
460	0.006747789051
461	0.006717324185
462	0.006672221448
463	0.006652109143
464	0.006625331641
465	0.006614769653
466	0.006593751245
467	0.0065776331
468	0.006573551826
469	0.006549298732
470	0.00654012339
471	0.006525418766
472	0.006514187579
473	0.006510256407
474	0.006493955759
475	0.006473837813
476	0.006456803298
477	0.006447971697
478	0.006438902372
479	0.006438491237
480	0.006422943745
481	0.006414494655
482	0.006399904067
483	0.006376001232
484	0.006353061659
485	0.00634317972
486	0.006323621641
487	0.006315907331
488	0.006298493269
489	0.006291402716
490	0.006281972519
491	0.006263681226
492	0.00625932638
493	0.006242417174
494	0.006233465688
495	0.006214316172
496	0.006202649163
497	0.006179184299
498	0.00616376695
499	0.006143248305
500	0.006128192581
501	0.006120871716
502	0.006112319528
503	0.006096877119
504	0.006075254745
505	0.00606104337
506	0.006046289737
507	0.006033004485
508	0.006025457423
509	0.006020624477
510	0.00601138412
511	0.005996697681
512	0.005975612897
513	0.005961122396
514	0.005940930328
515	0.005938297356
516	0.005916275134
517	0.005909761483
518	0.00590049063
519	0.005894934941
520	0.005872418184
521	0.005848077012
522	0.005838896595
523	0.005826583458
524	0.00581710901
525	0.005811778272
526	0.005784726217
527	0.005755446858
528	0.005745663531
529	0.005733706028
530	0.005725785184
531	0.005717666219
532	0.005690672956
533	0.0056662249
534	0.005644374278
535	0.005628960467
536	0.00560673873
537	0.005592429044
538	0.005578911749
539	0.005566325201
540	0.005553750575
541	0.005537819268
542	0.005530812571
543	0.005518213736
544	0.005514889216
545	0.005508704895
546	0.005503173026
547	0.005485993758
548	0.005485611983
549	0.005463130494
550	0.005446932384
551	0.005436956648
552	0.00542943177
553	0.005416692784
554	0.005401885908
555	0.005382548473
556	0.005377248543
557	0.005373801745
558	0.005369004166
559	0.005364913548
560	0.005353030289
561	0.005347209248
562	0.005338306195
563	0.005333590924
564	0.005326662387
565	0.005308991283
566	0.005300029638
567	0.005288963043
568	0.005277763954
569	0.005272660956
570	0.00524182943
571	0.005237878077
572	0.005225512329
573	0.005212563624
574	0.005202315828
575	0.005190452487
576	0.005165173274
577	0.005151768014
578	0.005141203726
579	0.00512907763
580	0.005113157954
581	0.005109328822
582	0.005101882077
583	0.005087606374
584	0.005071557862
585	0.005057326898
586	0.005049352178
587	0.005047533029
588	0.005034529289
589	0.005015779033
590	0.004997327235
591	0.004986899029
592	0.004957224616
593	0.004950439331
594	0.00494047577
595	0.004910668539
596	0.004890692779
597	0.004880159587
598	0.004867408062
599	0.004862691197
600	0.004847617538
601	0.004818907745
602	0.004807672515
603	0.004807336609
604	0.004794941277
605	0.004789790795
606	0.004772868765
607	0.00476860443
608	0.004761042869
609	0.004739778837
610	0.004726249476
611	0.004715725257
612	0.00470518664
613	0.004681276067
614	0.004677838928
615	0.004673228558
616	0.004668330374
617	0.00466527802
618	0.004661689658
619	0.004646934292
620	0.004638851638
621	0.004635500803
622	0.004633765975
623	0.004630536868
624	0.004612829078
625	0.004598133463
626	0.004594310301
627	0.004574102906
628	0.00457157005
629	0.004557719501
630	0.004537954316
631	0.004534889504
632	0.004527964282
633	0.004509932237
634	0.004487394113
635	0.004478962019
636	0.004470695043
637	0.004464076664
638	0.004455524002
639	0.004453263685
640	0.004443717816
641	0.004425054801
642	0.004413223978
643	0.004380173303
644	0.00434461871
645	0.004333039864
646	0.004307442326
647	0.004303841235
648	0.004288464291
649	0.004285099555
650	0.004275717802
651	0.004265949927
652	0.004255246886
653	0.004251694695
654	0.004234857609
655	0.004229665734
656	0.004227578345
657	0.004210188517
658	0.004209916032
659	0.004191398986
660	0.004169846321
661	0.004163704839
662	0.004141718116
663	0.004135228764
664	0.004130829425
665	0.004122441458
666	0.004108924251
667	0.004101682837
668	0.004095783203
669	0.004084790403
670	0.004048009497
671	0.004036595013
672	0.004012038541
673	0.004009738336
674	0.004001664062
675	0.003993715784
676	0.003989081967
677	0.003977755405
678	0.003963948749
679	0.003943949788
680	0.003934203089
681	0.003922381991
682	0.003910919847
683	0.003903095164
684	0.003891217873
685	0.003884937191
686	0.003879576296
687	0.003875841981
688	0.003867278454
689	0.003854875725
690	0.003846803311
691	0.003833624922
692	0.003829490866
693	0.003822500221
694	0.003815199986
695	0.003811288244
696	0.003806128625
697	0.003796597079
698	0.003786178066
699	0.003777661826
700	0.003772901298
701	0.003771872732
702	0.003765379963
703	0.003757569039
704	0.003750020357
705	0.003746813226
706	0.003738667179
707	0.003735202822
708	0.003728793938
709	0.003715799118
710	0.003709943309
711	0.003703280839
712	0.00370124051
713	0.003693789414
714	0.003674730416
715	0.003663723357
716	0.003650414926
717	0.003644044576
718	0.003634976665
719	0.00362571053
720	0.003621720244
721	0.003613004029
722	0.003603139863
723	0.003596350135
724	0.003593581206
725	0.00357476887
726	0.003566423009
727	0.003558402864
728	0.003552891997
729	0.003547818919
730	0.003540071542
731	0.003536988981
732	0.003530597252
733	0.003523929912
734	0.003518769986
735	0.003512528758
736	0.003509324071
737	0.003497582069
738	0.003479547097
739	0.003477968087
740	0.00347473244
741	0.003466139489
742	0.00346378313
743	0.003457041504
744	0.003455429785
745	0.003452594475
746	0.003446787953
747	0.003443427086
748	0.003438155176
749	0.003432628385
750	0.003430913353
751	0.003419690677
752	0.003409897085
753	0.00339906878
754	0.003393193849
755	0.003376197979
756	0.003362939853
757	0.003360008288
758	0.003354164049
759	0.003351135655
760	0.00333895001
761	0.003336408414
762	0.003330583062
763	0.003328562231
764	0.003320917622
765	0.003312052384
766	0.003308128067
767	0.003302640224
768	0.003300521052
769	0.003296670847
770	0.00329464294
771	0.003291161739
772	0.003285666549
773	0.003283817556
774	0.003274158528
775	0.003266008546
776	0.00326093078
777	0.003255492331
778	0.003241296979
779	0.003239723968
780	0.003237104536
781	0.003228079487
782	0.003223093442
783	0.003221346496
784	0.003214462291
785	0.003206432235
786	0.003204955987
787	0.003197306835
788	0.003192621539
789	0.003185008362
790	0.003180386171
791	0.003175147466
792	0.003168061253
793	0.003156107609
794	0.003151085149
795	0.003137766971
796	0.003127424972
797	0.003121480082
798	0.003119667428
799	0.003111352044
800	0.003102419521
801	0.003101619052
802	0.003098641953
803	0.003097506891
804	0.00309532424
805	0.003091874953
806	0.00308790009
807	0.003081972614
808	0.003073174664
809	0.003061758699
810	0.003050992651
811	0.003042024606
812	0.003038729931
813	0.003031656678
814	0.003025899219
815	0.003017874532
816	0.003007572971
817	0.003005595266
818	0.003001174793
819	0.002994111442
820	0.002986795602
821	0.002980771863
822	0.002972687532
823	0.002966763343
824	0.002964990697
825	0.002963221837
826	0.002955401201
827	0.002949126193
828	0.002946287002
829	0.00294159035
830	0.002937552457
831	0.002926128037
832	0.00292470327
833	0.002914601064
834	0.002912438026
835	0.002910330086
836	0.002899890863
837	0.002894331095
838	0.002894159916
839	0.002886795289
840	0.002869279686
841	0.002867399408
842	0.002863463358
843	0.002859736525
844	0.002845319152
845	0.002841723533
846	0.0028377174
847	0.00283066766
848	0.002819785562
849	0.002811792192
850	0.002807320467
851	0.002799270902
852	0.002789241525
853	0.002785386069
854	0.002781730113
855	0.002775729779
856	0.002765916846
857	0.002759458705
858	0.002759297
859	0.002751156032
860	0.002748142918
861	0.002741593739
862	0.002739825075
863	0.002738623003
864	0.002735763193
865	0.002728041286
866	0.002719923012
867	0.002715313839
868	0.002707579535
869	0.00270594186
870	0.002702723779
871	0.002699960111
872	0.002695012064
873	0.002689152311
874	0.002681829527
875	0.002676034603
876	0.002668286012
877	0.002664223847
878	0.002661939209
879	0.002658086161
880	0.002650958786
881	0.002642806216
882	0.002631440453
883	0.002627834358
884	0.002616951681
885	0.002615538572
886	0.002601407392
887	0.002592378268
888	0.002591914288
889	0.002578274081
890	0.002575154282
891	0.002563441891
892	0.002554427098
893	0.002550342635
894	0.002544559244
895	0.002543503275
896	0.002537542657
897	0.002532764454
898	0.002528314262
899	0.00252058118
900	0.002519281098
901	0.002512580075
902	0.002509085105
903	0.002505029785
904	0.00250004677
905	0.002498276074
906	0.002494261537
907	0.002488631778
908	0.002483198808
909	0.002480045271
910	0.002477186207
911	0.00247467235
912	0.002472100395
913	0.002466946026
914	0.002463608237
915	0.002460677344
916	0.002456972842
917	0.00245295547
918	0.002450652307
919	0.002442661282
920	0.002435491993
921	0.002429183998
922	0.002423809973
923	0.00241762766
924	0.002408393584
925	0.002397581199
926	0.002389801197
927	0.002387269605
928	0.002375604337
929	0.002368498059
930	0.002358565324
931	0.002356747104
932	0.002355428104
933	0.002352033328
934	0.002342297445
935	0.002334834457
936	0.002329963727
937	0.00232471532
938	0.002318825456
939	0.002317271724
940	0.002308182307
941	0.002303585337
942	0.002299216345
943	0.002294877637
944	0.002286736059
945	0.002283449239
946	0.002282564287
947	0.002276282743
948	0.002272992717
949	0.002272084357
950	0.002270169482
951	0.002264628365
952	0.002262132071
953	0.002259324136
954	0.002253529465
955	0.002247521941
956	0.002244531153
957	0.002241913138
958	0.002239569682
959	0.002235005404
960	0.002233239904
961	0.002228132816
962	0.002226075862
963	0.002224557657
964	0.002218179706
965	0.002212976663
966	0.002209711281
967	0.002206609607
968	0.002203318184
969	0.002200285972
970	0.002198492098
971	0.002191321332
972	0.00218972332
973	0.002184867643
974	0.002183318956
975	0.002178247113
976	0.002174014827
977	0.002171755432
978	0.002168656862
979	0.002165748162
980	0.002160634322
981	0.00215885719
982	0.002152064485
983	0.002146950871
984	0.002142170514
985	0.002136907205
986	0.002135325706
987	0.002131089788
988	0.002128417065
989	0.002125509843
990	0.002122047382
991	0.002117724321
992	0.002115885601
993	0.002113368324
994	0.002109261676
995	0.002105529466
996	0.002099983555
997	0.002097421527
998	0.002095736107
999	0.00209435584
